Sample1	Sample2	p_same	Model1	Model2	psame	pdiff	nummatch	nummismatch	numopphom	numhettohom	numhomtohet
GSM2392625.GSM2392625	GSM2392616.GSM2392616	53.2	GSM2392625	GSM2392616	-64.4	-117.6	136	2	0	1	1
GSM2392625.GSM2392625	GSM2392617.GSM2392617	52.0	GSM2392625	GSM2392617	-63.1	-115.1	134	2	0	1	1
GSM2392625.GSM2392625	GSM2392618.GSM2392618	54.0	GSM2392625	GSM2392618	-58.3	-112.3	133	1	0	0	1
GSM2392625.GSM2392625	GSM2392619.GSM2392619	53.5	GSM2392625	GSM2392619	-61.0	-114.5	133	2	0	1	1
GSM2392625.GSM2392625	GSM2392620.GSM2392620	47.8	GSM2392625	GSM2392620	-62.3	-110.1	129	2	0	0	2
GSM2392625.GSM2392625	GSM2392621.GSM2392621	51.3	GSM2392625	GSM2392621	-58.9	-110.3	129	1	0	0	1
GSM2392625.GSM2392625	GSM2392622.GSM2392622	57.7	GSM2392625	GSM2392622	-60.6	-118.3	139	1	0	0	1
GSM2392625.GSM2392625	GSM2392623.GSM2392623	52.2	GSM2392625	GSM2392623	-59.8	-112.1	132	1	0	0	1
GSM2392625.GSM2392625	GSM2392624.GSM2392624	53.0	GSM2392625	GSM2392624	-60.6	-113.7	133	1	0	0	1
GSM2392625.GSM2392625	GSM2392625.GSM2392625	68.4	GSM2392625	GSM2392625	-68.7	-137.1	149	0	0	0	0
GSM2392625.GSM2392625	GSM2392625.GSM2392625	68.4	GSM2392625	GSM2392625	-68.7	-137.1	149	0	0	0	0
GSM2392625.GSM2392625	GSM2392626.GSM2392626	45.0	GSM2392625	GSM2392626	-62.6	-107.6	122	4	0	4	0
GSM2392625.GSM2392625	GSM2392627.GSM2392627	50.7	GSM2392625	GSM2392627	-61.6	-112.3	131	2	0	1	1
GSM2392625.GSM2392625	GSM2392628.GSM2392628	43.9	GSM2392625	GSM2392628	-74.8	-118.7	133	7	0	6	1
GSM2392625.GSM2392625	GSM2392629.GSM2392629	53.9	GSM2392625	GSM2392629	-56.9	-110.9	130	1	0	1	0
GSM2392625.GSM2392625	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-204.0	GSM2392625	CCLE_CAL51_BREAST	-330.0	-126.0	63	79	19	25	35
GSM2392625.GSM2392625	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-225.8	GSM2392625	CCLE_CAL148_BREAST	-356.6	-130.8	61	85	18	31	36
GSM2392625.GSM2392625	DU4475_BREAST.CCLE_DU4475_BREAST	-224.5	GSM2392625	DU4475_BREAST	-350.2	-125.6	57	84	19	29	36
GSM2392625.GSM2392625	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-168.4	GSM2392625	CCLE_HS742T_FIBROBLAST	-285.1	-116.6	66	68	19	14	35
GSM2392625.GSM2392625	UACC893_BREAST.CCLE_UACC893_BREAST	-204.1	GSM2392625	UACC893_BREAST	-334.3	-130.2	64	79	24	30	25
GSM2392625.GSM2392625	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-195.1	GSM2392625	CCLE_HS281T_FIBROBLAST	-319.7	-124.6	66	76	16	22	38
GSM2392625.GSM2392625	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-185.7	GSM2392625	CCLE_HS274T_FIBROBLAST	-310.9	-125.2	65	75	19	24	32
GSM2392625.GSM2392625	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-224.9	GSM2392625	HS606T_FIBROBLAST	-349.4	-124.5	56	86	14	27	45
GSM2392625.GSM2392625	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-216.1	GSM2392625	CCLE_HS343T_FIBROBLAST	-342.3	-126.2	61	82	16	26	40
GSM2392625.GSM2392625	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-203.0	GSM2392625	CCLE_MDAMB468_BREAST	-344.1	-141.1	64	82	46	30	6
GSM2392625.GSM2392625	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-225.5	GSM2392625	MDAMB415_BREAST	-352.3	-126.8	55	85	25	28	32
GSM2392625.GSM2392625	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-205.1	GSM2392625	MDAMB436_BREAST	-338.2	-133.0	63	79	28	36	15
GSM2392625.GSM2392625	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-209.5	GSM2392625	CCLE_SKBR3_BREAST	-339.3	-129.8	61	81	28	27	26
GSM2392625.GSM2392625	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	40.2	GSM2392625	CCLE_MCF7_BREAST	-82.7	-122.9	140	7	0	1	6
GSM2392625.GSM2392625	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-236.4	GSM2392625	CCLE_MDAMB175VII_BREAST	-368.5	-132.2	56	89	28	29	32
GSM2392625.GSM2392625	AU565_BREAST.CCLE_AU565_BREAST	-202.6	GSM2392625	AU565_BREAST	-334.0	-131.4	64	80	27	27	26
GSM2392625.GSM2392625	HCC1187_BREAST.CCLE_HCC1187_BREAST	-220.8	GSM2392625	HCC1187_BREAST	-354.8	-133.9	60	83	29	35	19
GSM2392625.GSM2392625	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-192.1	GSM2392625	CCLE_HCC1143_BREAST	-328.3	-136.2	70	77	27	33	17
GSM2392625.GSM2392625	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-217.6	GSM2392625	CCLE_HCC1419_BREAST	-342.9	-125.3	60	82	15	25	42
GSM2392625.GSM2392625	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-178.8	GSM2392625	CCLE_HCC1395_BREAST	-314.3	-135.5	73	72	28	33	11
GSM2392625.GSM2392625	HCC2157_BREAST.CCLE_HCC2157_BREAST	-239.9	GSM2392625	HCC2157_BREAST	-378.6	-138.8	55	91	43	29	19
GSM2392625.GSM2392625	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	40.1	GSM2392625	CCLE_KPL1_BREAST	-81.8	-122.0	139	7	0	0	7
GSM2392625.GSM2392625	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-189.5	GSM2392625	CCLE_BT20_BREAST	-324.8	-135.4	68	77	28	35	14
GSM2392625.GSM2392625	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-230.5	GSM2392625	CCLE_HMC18_BREAST	-359.1	-128.6	50	86	33	34	19
GSM2392625.GSM2392625	HCC1954_BREAST.CCLE_HCC1954_BREAST	-215.1	GSM2392625	HCC1954_BREAST	-348.1	-133.0	61	86	27	26	33
GSM2392625.GSM2392625	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-162.7	GSM2392625	CCLE_HCC202_BREAST	-292.9	-130.2	76	67	20	30	17
GSM2392625.GSM2392625	HCC1806_BREAST.CCLE_HCC1806_BREAST	-250.5	GSM2392625	HCC1806_BREAST	-393.8	-143.2	51	96	44	40	12
GSM2392625.GSM2392625	HCC1937_BREAST.CCLE_HCC1937_BREAST	-175.8	GSM2392625	HCC1937_BREAST	-314.2	-138.4	77	71	26	36	9
GSM2392625.GSM2392625	BT474_BREAST.CCLE_BT474_BREAST	-195.4	GSM2392625	BT474_BREAST	-323.9	-128.5	66	75	19	31	25
GSM2392625.GSM2392625	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-251.6	GSM2392625	CCLE_HMEL_BREAST	-382.2	-130.6	54	94	23	23	48
GSM2392625.GSM2392625	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-230.1	GSM2392625	CCLE_ZR751_BREAST	-359.1	-129.0	52	86	29	35	22
GSM2392625.GSM2392625	ZR7530_BREAST.CCLE_ZR7530_BREAST	-273.3	GSM2392625	ZR7530_BREAST	-405.2	-131.9	43	100	28	36	36
GSM2392625.GSM2392625	CAL120_BREAST.CCLE_CAL120_BREAST	-194.7	GSM2392625	CAL120_BREAST	-329.1	-134.4	67	78	31	28	19
GSM2392625.GSM2392625	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-198.0	GSM2392625	CCLE_HDQP1_BREAST	-332.6	-134.6	67	78	28	33	17
GSM2392625.GSM2392625	EFM19_BREAST.CCLE_EFM19_BREAST	-190.7	GSM2392625	EFM19_BREAST	-321.0	-130.4	68	76	23	27	26
GSM2392625.GSM2392625	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-187.7	GSM2392625	CCLE_EFM192A_BREAST	-321.9	-134.2	74	74	21	30	23
GSM2392625.GSM2392625	UACC812_BREAST.CCLE_UACC812_BREAST	-197.3	GSM2392625	UACC812_BREAST	-318.5	-121.2	56	75	30	27	18
GSM2392625.GSM2392625	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-245.1	GSM2392625	CCLE_HS578T_BREAST	-371.0	-125.9	49	90	22	32	36
GSM2392625.GSM2392625	HCC70_BREAST.CCLE_HCC70_BREAST	-253.1	GSM2392625	HCC70_BREAST	-386.4	-133.3	49	92	34	34	24
GSM2392625.GSM2392625	HCC38_BREAST.CCLE_HCC38_BREAST	-215.2	GSM2392625	HCC38_BREAST	-352.4	-137.2	64	84	29	33	22
GSM2392625.GSM2392625	CAL851_BREAST.CCLE_CAL851_BREAST	-240.5	GSM2392625	CAL851_BREAST	-376.9	-136.3	53	91	37	34	20
GSM2392625.GSM2392625	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-212.3	GSM2392625	CCLE_CAMA1_BREAST	-340.5	-128.2	62	82	17	29	36
GSM2392625.GSM2392625	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-200.0	GSM2392625	CCLE_JIMT1_BREAST	-331.3	-131.3	66	78	26	26	26
GSM2392625.GSM2392625	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-195.1	GSM2392625	CCLE_MDAMB453_BREAST	-326.8	-131.7	68	79	18	30	31
GSM2392625.GSM2392625	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-203.3	GSM2392625	MDAMB361_BREAST	-322.6	-119.3	59	80	13	20	47
GSM2392625.GSM2392625	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-204.8	GSM2392625	CCLE_MDAMB134VI_BREAST	-331.2	-126.4	62	79	17	29	33
GSM2392625.GSM2392625	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	-261.5	GSM2392625	MDAMB157_BREAST	-400.1	-138.7	43	98	51	35	12
GSM2392625.GSM2392625	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-199.9	GSM2392625	MDAMB231_BREAST	-328.2	-128.3	64	78	22	26	30
GSM2392625.GSM2392625	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-259.2	GSM2392625	CCLE_HS739T_FIBROBLAST	-388.0	-128.8	44	96	29	32	35
GSM2392625.GSM2392625	T47D_BREAST.CCLE_T47D_BREAST	-201.0	GSM2392625	T47D_BREAST	-334.9	-133.9	68	77	23	36	18
GSM2392625.GSM2392625	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-204.0	GSM2392625	CCLE_HCC1428_BREAST	-339.2	-135.2	67	80	27	31	22
GSM2392625.GSM2392625	HCC2218_BREAST.CCLE_HCC2218_BREAST	-191.0	GSM2392625	HCC2218_BREAST	-317.3	-126.3	64	74	23	30	21
GSM2392625.GSM2392625	CCLE_HCC1500_BREAST.CCLE_HCC1500_BREAST	-278.6	GSM2392625	CCLE_HCC1500_BREAST	-416.4	-137.8	44	101	41	34	26
GSM2392625.GSM2392625	CCLE_HCC1569_BREAST.CCLE_HCC1569_BREAST	-233.1	GSM2392625	CCLE_HCC1569_BREAST	-369.3	-136.2	55	90	32	36	22
GSM2392625.GSM2392625	HCC1599_BREAST.CCLE_HCC1599_BREAST	-177.8	GSM2392625	HCC1599_BREAST	-308.3	-130.5	73	73	21	23	29
GSM2392625.GSM2392625	CCLE_BT483_BREAST.CCLE_BT483_BREAST	-187.4	GSM2392625	CCLE_BT483_BREAST	-317.7	-130.3	71	76	17	26	33
GSM2392625.GSM2392625	CCLE_BT549_BREAST.CCLE_BT549_BREAST	-190.1	GSM2392625	CCLE_BT549_BREAST	-322.8	-132.8	67	76	23	37	16
GSM2392626.GSM2392626	GSM2392582.GSM2392582	-152.0	GSM2392626	GSM2392582	-258.5	-106.5	49	64	22	16	26
GSM2392626.GSM2392626	GSM2392583.GSM2392583	-149.9	GSM2392626	GSM2392583	-252.5	-102.6	47	62	21	16	25
GSM2392626.GSM2392626	GSM2392584.GSM2392584	-151.2	GSM2392626	GSM2392584	-257.4	-106.2	50	63	21	16	26
GSM2392626.GSM2392626	GSM2392585.GSM2392585	-147.6	GSM2392626	GSM2392585	-251.1	-103.5	48	62	21	14	27
GSM2392626.GSM2392626	GSM2392586.GSM2392586	-154.4	GSM2392626	GSM2392586	-261.4	-107.0	49	65	22	17	26
GSM2392626.GSM2392626	GSM2392587.GSM2392587	-157.7	GSM2392626	GSM2392587	-266.9	-109.2	51	65	22	16	27
GSM2392626.GSM2392626	GSM2392588.GSM2392588	-158.6	GSM2392626	GSM2392588	-268.3	-109.8	52	65	21	18	26
GSM2392626.GSM2392626	GSM2392589.GSM2392589	-146.0	GSM2392626	GSM2392589	-250.9	-104.9	50	61	22	15	24
GSM2392626.GSM2392626	GSM2392590.GSM2392590	-146.9	GSM2392626	GSM2392590	-252.5	-105.6	52	60	21	14	25
GSM2392626.GSM2392626	GSM2392591.GSM2392591	-123.3	GSM2392626	GSM2392591	-222.0	-98.7	50	54	21	10	23
GSM2392626.GSM2392626	GSM2392592.GSM2392592	-145.6	GSM2392626	GSM2392592	-252.9	-107.3	52	62	21	14	27
GSM2392626.GSM2392626	GSM2392593.GSM2392593	-138.6	GSM2392626	GSM2392593	-245.8	-107.2	53	60	22	13	25
GSM2392626.GSM2392626	GSM2392594.GSM2392594	-150.4	GSM2392626	GSM2392594	-259.0	-108.6	52	64	21	16	27
GSM2392626.GSM2392626	GSM2392595.GSM2392595	-145.3	GSM2392626	GSM2392595	-253.3	-108.0	54	61	21	15	25
GSM2392626.GSM2392626	GSM2392596.GSM2392596	-151.5	GSM2392626	GSM2392596	-259.1	-107.6	49	64	25	14	25
GSM2392626.GSM2392626	GSM2392597.GSM2392597	-146.5	GSM2392626	GSM2392597	-252.7	-106.2	50	63	21	17	25
GSM2392626.GSM2392626	GSM2392598.GSM2392598	-153.0	GSM2392626	GSM2392598	-261.5	-108.5	52	63	22	16	25
GSM2392626.GSM2392626	GSM2392599.GSM2392599	-150.5	GSM2392626	GSM2392599	-259.7	-109.1	54	62	21	17	24
GSM2392626.GSM2392626	GSM2392600.GSM2392600	-147.8	GSM2392626	GSM2392600	-254.7	-107.0	50	63	23	14	26
GSM2392626.GSM2392626	GSM2392601.GSM2392601	-148.2	GSM2392626	GSM2392601	-253.6	-105.3	49	63	22	16	25
GSM2392626.GSM2392626	GSM2392602.GSM2392602	-135.3	GSM2392626	GSM2392602	-239.8	-104.5	53	58	21	12	25
GSM2392626.GSM2392626	GSM2392603.GSM2392603	-144.3	GSM2392626	GSM2392603	-249.6	-105.3	52	60	21	15	24
GSM2392626.GSM2392626	GSM2392604.GSM2392604	-151.5	GSM2392626	GSM2392604	-259.7	-108.1	52	63	21	18	24
GSM2392626.GSM2392626	GSM2392605.GSM2392605	-149.3	GSM2392626	GSM2392605	-253.7	-104.5	49	62	21	16	25
GSM2392626.GSM2392626	GSM2392606.GSM2392606	48.8	GSM2392626	GSM2392606	-56.2	-104.9	121	2	0	2	0
GSM2392626.GSM2392626	GSM2392607.GSM2392607	42.3	GSM2392626	GSM2392607	-56.3	-98.6	113	3	0	3	0
GSM2392626.GSM2392626	GSM2392608.GSM2392608	48.6	GSM2392626	GSM2392608	-58.8	-107.4	122	3	0	2	1
GSM2392626.GSM2392626	GSM2392609.GSM2392609	44.6	GSM2392626	GSM2392609	-58.0	-102.6	116	4	0	3	1
GSM2392626.GSM2392626	GSM2392610.GSM2392610	46.3	GSM2392626	GSM2392610	-59.8	-106.1	121	3	0	2	1
GSM2392626.GSM2392626	GSM2392611.GSM2392611	47.6	GSM2392626	GSM2392611	-63.1	-110.7	125	4	0	3	1
GSM2392626.GSM2392626	GSM2392612.GSM2392612	45.8	GSM2392626	GSM2392612	-62.4	-108.2	122	4	0	3	1
GSM2392626.GSM2392626	GSM2392613.GSM2392613	52.2	GSM2392626	GSM2392613	-57.7	-109.9	127	2	0	2	0
GSM2392626.GSM2392626	GSM2392614.GSM2392614	50.0	GSM2392626	GSM2392614	-58.5	-108.6	124	3	0	2	1
GSM2392626.GSM2392626	GSM2392615.GSM2392615	49.2	GSM2392626	GSM2392615	-61.0	-110.2	125	3	0	1	2
GSM2392626.GSM2392626	GSM2392616.GSM2392616	44.9	GSM2392626	GSM2392616	-61.8	-106.7	120	4	0	3	1
GSM2392626.GSM2392626	GSM2392617.GSM2392617	47.1	GSM2392626	GSM2392617	-57.2	-104.2	119	3	0	3	0
GSM2392626.GSM2392626	GSM2392618.GSM2392618	41.0	GSM2392626	GSM2392618	-61.5	-102.5	115	5	0	4	1
GSM2392626.GSM2392626	GSM2392619.GSM2392619	47.5	GSM2392626	GSM2392619	-57.7	-105.2	120	3	0	2	1
GSM2392626.GSM2392626	GSM2392620.GSM2392620	42.3	GSM2392626	GSM2392620	-59.7	-102.0	115	4	0	3	1
GSM2392626.GSM2392626	GSM2392621.GSM2392621	40.7	GSM2392626	GSM2392621	-61.3	-102.0	115	4	0	3	1
GSM2392626.GSM2392626	GSM2392622.GSM2392622	50.3	GSM2392626	GSM2392622	-58.6	-108.9	124	3	0	2	1
GSM2392626.GSM2392626	GSM2392623.GSM2392623	47.5	GSM2392626	GSM2392623	-57.6	-105.2	120	3	0	3	0
GSM2392626.GSM2392626	GSM2392624.GSM2392624	51.1	GSM2392626	GSM2392624	-57.0	-108.1	124	2	0	2	0
GSM2392626.GSM2392626	GSM2392625.GSM2392625	45.0	GSM2392626	GSM2392625	-62.6	-107.6	122	4	0	4	0
GSM2392626.GSM2392626	GSM2392626.GSM2392626	61.6	GSM2392626	GSM2392626	-61.9	-123.5	131	0	0	0	0
GSM2392626.GSM2392626	GSM2392626.GSM2392626	61.6	GSM2392626	GSM2392626	-61.9	-123.5	131	0	0	0	0
GSM2392626.GSM2392626	GSM2392627.GSM2392627	50.6	GSM2392626	GSM2392627	-53.5	-104.1	121	1	0	0	1
GSM2392626.GSM2392626	GSM2392628.GSM2392628	51.1	GSM2392626	GSM2392628	-58.5	-109.6	126	2	0	1	1
GSM2392626.GSM2392626	GSM2392629.GSM2392629	50.3	GSM2392626	GSM2392629	-53.2	-103.5	120	1	0	0	1
GSM2392626.GSM2392626	CCLE_CAL51_BREAST.CCLE_CAL51_BREAST	-181.3	GSM2392626	CCLE_CAL51_BREAST	-292.2	-110.9	53	71	17	18	36
GSM2392626.GSM2392626	CCLE_CAL148_BREAST.CCLE_CAL148_BREAST	-195.0	GSM2392626	CCLE_CAL148_BREAST	-312.3	-117.3	54	75	20	22	33
GSM2392626.GSM2392626	DU4475_BREAST.CCLE_DU4475_BREAST	-204.6	GSM2392626	DU4475_BREAST	-314.2	-109.5	46	76	16	22	38
GSM2392626.GSM2392626	CCLE_HS742T_FIBROBLAST.CCLE_HS742T_FIBROBLAST	-154.4	GSM2392626	CCLE_HS742T_FIBROBLAST	-258.7	-104.2	56	62	18	11	33
GSM2392626.GSM2392626	UACC893_BREAST.CCLE_UACC893_BREAST	-173.1	GSM2392626	UACC893_BREAST	-288.2	-115.1	57	69	20	22	27
GSM2392626.GSM2392626	CCLE_HS281T_FIBROBLAST.CCLE_HS281T_FIBROBLAST	-175.4	GSM2392626	CCLE_HS281T_FIBROBLAST	-285.5	-110.1	56	68	14	17	37
GSM2392626.GSM2392626	CCLE_HS274T_FIBROBLAST.CCLE_HS274T_FIBROBLAST	-167.0	GSM2392626	CCLE_HS274T_FIBROBLAST	-278.7	-111.7	55	68	19	18	31
GSM2392626.GSM2392626	HS606T_FIBROBLAST.CCLE_HS606T_FIBROBLAST	-191.4	GSM2392626	HS606T_FIBROBLAST	-302.0	-110.6	52	73	14	18	41
GSM2392626.GSM2392626	CCLE_HS343T_FIBROBLAST.CCLE_HS343T_FIBROBLAST	-196.4	GSM2392626	CCLE_HS343T_FIBROBLAST	-310.5	-114.1	53	74	18	19	37
GSM2392626.GSM2392626	CCLE_MDAMB468_BREAST.CCLE_MDAMB468_BREAST	-175.8	GSM2392626	CCLE_MDAMB468_BREAST	-302.2	-126.3	59	71	40	23	8
GSM2392626.GSM2392626	MDAMB415_BREAST.CCLE_MDAMB415_BREAST	-199.6	GSM2392626	MDAMB415_BREAST	-313.4	-113.8	49	75	24	21	30
GSM2392626.GSM2392626	MDAMB436_BREAST.CCLE_MDAMB436_BREAST	-171.6	GSM2392626	MDAMB436_BREAST	-290.4	-118.8	56	69	28	25	16
GSM2392626.GSM2392626	CCLE_SKBR3_BREAST.CCLE_SKBR3_BREAST	-174.2	GSM2392626	CCLE_SKBR3_BREAST	-288.3	-114.1	56	68	24	19	25
GSM2392626.GSM2392626	CCLE_MCF7_BREAST.CCLE_MCF7_BREAST	28.0	GSM2392626	CCLE_MCF7_BREAST	-82.4	-110.4	120	10	0	1	9
GSM2392626.GSM2392626	CCLE_MDAMB175VII_BREAST.CCLE_MDAMB175VII_BREAST	-211.6	GSM2392626	CCLE_MDAMB175VII_BREAST	-330.6	-119.0	49	80	26	22	32
GSM2392626.GSM2392626	AU565_BREAST.CCLE_AU565_BREAST	-167.2	GSM2392626	AU565_BREAST	-283.0	-115.7	59	67	23	19	25
GSM2392626.GSM2392626	HCC1187_BREAST.CCLE_HCC1187_BREAST	-190.0	GSM2392626	HCC1187_BREAST	-312.5	-122.5	53	75	32	26	17
GSM2392626.GSM2392626	CCLE_HCC1143_BREAST.CCLE_HCC1143_BREAST	-162.5	GSM2392626	CCLE_HCC1143_BREAST	-283.9	-121.4	62	67	27	24	16
GSM2392626.GSM2392626	CCLE_HCC1419_BREAST.CCLE_HCC1419_BREAST	-191.8	GSM2392626	CCLE_HCC1419_BREAST	-305.6	-113.9	54	73	17	18	38
GSM2392626.GSM2392626	CCLE_HCC1395_BREAST.CCLE_HCC1395_BREAST	-162.5	GSM2392626	CCLE_HCC1395_BREAST	-283.6	-121.1	61	67	28	25	14
GSM2392626.GSM2392626	HCC2157_BREAST.CCLE_HCC2157_BREAST	-203.8	GSM2392626	HCC2157_BREAST	-327.8	-124.0	51	78	39	22	17
GSM2392626.GSM2392626	CCLE_KPL1_BREAST.CCLE_KPL1_BREAST	28.0	GSM2392626	CCLE_KPL1_BREAST	-81.5	-109.4	119	10	0	0	10
GSM2392626.GSM2392626	CCLE_BT20_BREAST.CCLE_BT20_BREAST	-160.1	GSM2392626	CCLE_BT20_BREAST	-280.2	-120.1	60	67	26	27	14
GSM2392626.GSM2392626	CCLE_HMC18_BREAST.CCLE_HMC18_BREAST	-197.0	GSM2392626	CCLE_HMC18_BREAST	-311.5	-114.5	44	76	31	25	20
GSM2392626.GSM2392626	HCC1954_BREAST.CCLE_HCC1954_BREAST	-197.6	GSM2392626	HCC1954_BREAST	-316.8	-119.2	53	77	25	20	32
GSM2392626.GSM2392626	CCLE_HCC202_BREAST.CCLE_HCC202_BREAST	-137.7	GSM2392626	CCLE_HCC202_BREAST	-254.8	-117.1	67	59	21	24	14
GSM2392626.GSM2392626	HCC1806_BREAST.CCLE_HCC1806_BREAST	-204.0	GSM2392626	HCC1806_BREAST	-330.1	-126.1	51	79	36	29	14
GSM2392626.GSM2392626	HCC1937_BREAST.CCLE_HCC1937_BREAST	-163.6	GSM2392626	HCC1937_BREAST	-287.2	-123.6	63	67	27	28	12
GSM2392626.GSM2392626	BT474_BREAST.CCLE_BT474_BREAST	-169.6	GSM2392626	BT474_BREAST	-285.9	-116.4	59	68	17	25	26
GSM2392626.GSM2392626	CCLE_HMEL_BREAST.CCLE_HMEL_BREAST	-235.5	GSM2392626	CCLE_HMEL_BREAST	-351.6	-116.2	44	86	21	18	47
GSM2392626.GSM2392626	CCLE_ZR751_BREAST.CCLE_ZR751_BREAST	-187.2	GSM2392626	CCLE_ZR751_BREAST	-302.0	-114.9	49	73	27	25	21
GSM2392626.GSM2392626	ZR7530_BREAST.CCLE_ZR7530_BREAST	-223.9	GSM2392626	ZR7530_BREAST	-340.3	-116.4	44	83	22	25	36
GSM2392626.GSM2392626	CAL120_BREAST.CCLE_CAL120_BREAST	-175.1	GSM2392626	CAL120_BREAST	-294.1	-119.0	55	72	28	22	22
GSM2392626.GSM2392626	CCLE_HDQP1_BREAST.CCLE_HDQP1_BREAST	-170.2	GSM2392626	CCLE_HDQP1_BREAST	-289.3	-119.1	60	67	25	24	18
GSM2392626.GSM2392626	EFM19_BREAST.CCLE_EFM19_BREAST	-149.7	GSM2392626	EFM19_BREAST	-265.9	-116.1	63	63	23	19	21
GSM2392626.GSM2392626	CCLE_EFM192A_BREAST.CCLE_EFM192A_BREAST	-168.3	GSM2392626	CCLE_EFM192A_BREAST	-287.8	-119.6	61	69	21	23	25
GSM2392626.GSM2392626	UACC812_BREAST.CCLE_UACC812_BREAST	-171.5	GSM2392626	UACC812_BREAST	-279.5	-108.0	48	67	31	19	17
GSM2392626.GSM2392626	CCLE_HS578T_BREAST.CCLE_HS578T_BREAST	-218.8	GSM2392626	CCLE_HS578T_BREAST	-332.1	-113.3	40	83	21	27	35
GSM2392626.GSM2392626	HCC70_BREAST.CCLE_HCC70_BREAST	-213.6	GSM2392626	HCC70_BREAST	-331.9	-118.3	47	78	30	24	24
GSM2392626.GSM2392626	HCC38_BREAST.CCLE_HCC38_BREAST	-177.3	GSM2392626	HCC38_BREAST	-298.9	-121.6	58	71	27	25	19
GSM2392626.GSM2392626	CAL851_BREAST.CCLE_CAL851_BREAST	-208.7	GSM2392626	CAL851_BREAST	-330.1	-121.4	47	80	33	26	21
GSM2392626.GSM2392626	CCLE_CAMA1_BREAST.CCLE_CAMA1_BREAST	-179.2	GSM2392626	CCLE_CAMA1_BREAST	-293.6	-114.4	56	71	16	22	33
GSM2392626.GSM2392626	CCLE_JIMT1_BREAST.CCLE_JIMT1_BREAST	-172.1	GSM2392626	CCLE_JIMT1_BREAST	-288.8	-116.7	58	68	26	19	23
GSM2392626.GSM2392626	CCLE_MDAMB453_BREAST.CCLE_MDAMB453_BREAST	-166.3	GSM2392626	CCLE_MDAMB453_BREAST	-282.9	-116.6	61	68	17	21	30
GSM2392626.GSM2392626	MDAMB361_BREAST.CCLE_MDAMB361_BREAST	-180.7	GSM2392626	MDAMB361_BREAST	-290.4	-109.7	55	71	14	13	44
GSM2392626.GSM2392626	CCLE_MDAMB134VI_BREAST.CCLE_MDAMB134VI_BREAST	-171.9	GSM2392626	CCLE_MDAMB134VI_BREAST	-284.9	-113.0	57	67	18	20	29
GSM2392626.GSM2392626	MDAMB157_BREAST.CCLE_MDAMB157_BREAST	-215.8	GSM2392626	MDAMB157_BREAST	-338.6	-122.8	44	81	44	24	13
GSM2392626.GSM2392626	MDAMB231_BREAST.CCLE_MDAMB231_BREAST	-177.3	GSM2392626	MDAMB231_BREAST	-291.1	-113.8	54	70	21	20	29
GSM2392626.GSM2392626	CCLE_HS739T_FIBROBLAST.CCLE_HS739T_FIBROBLAST	-223.8	GSM2392626	CCLE_HS739T_FIBROBLAST	-337.9	-114.1	40	83	27	23	33
GSM2392626.GSM2392626	T47D_BREAST.CCLE_T47D_BREAST	-179.7	GSM2392626	T47D_BREAST	-298.9	-119.2	55	72	24	28	20
GSM2392626.GSM2392626	CCLE_HCC1428_BREAST.CCLE_HCC1428_BREAST	-171.2	GSM2392626	CCLE_HCC1428_BREAST	-291.0	-119.8	61	68	24	23	21
